name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Andrew Alvarez|WSH|4.3|1|0|0|0.0|0.92|5|0|0|0|4|0|0|16
Mason Barnett|ATH|2.0|0|0|0|0.0|1.5|1|0|0|0|1|2|0|9
Brady Basso|ATH|0.7|0|0|0|0.0|1.5|0|0|0|0|1|0|0|3
Mason Black|KCR|3.7|0|0|0|0.0|2.18|5|0|0|0|6|2|0|18
Matt Brash|SEA|10.3|2|0|4|0.0|0.48|6|0|0|0|3|2|1|35
Carlos Carrasco|ATL|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Gavin Collyer|TEX|5.3|1|0|0|0.0|0.94|4|0|0|0|2|3|3|22
Tyler Davis|CHW|1.0|0|0|0|0.0|1.0|2|0|0|0|0|1|0|4
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Carl Edwards Jr.|NYM|3.3|0|0|0|0.0|0.9|5|0|0|0|0|3|0|13
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
José Fermin|LAA|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Adam Frazier|LAA|0.3|0|0|0|0.0|6.0|0|0|0|0|1|1|0|3
Joey Gerber|NYM|2.0|0|0|0|0.0|1.5|5|0|0|0|2|1|0|9
Peyton Gray|TEX|4.0|0|0|0|0.0|1.5|3|0|0|0|2|4|0|18
Ryan Gusto|MIA|1.0|0|0|1|0.0|0.0|1|0|0|0|0|0|0|3
Seth Halvorsen|COL|2.0|0|0|2|0.0|1.0|2|0|0|0|0|2|0|8
Brenan Hanifee|DET|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Austin Hedges|CLE|0.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|1
Tim Herrin|CLE|6.7|0|0|0|0.0|1.5|4|0|0|0|6|4|1|31
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Nolan Hoffman|PHI|1.3|0|0|0|0.0|0.75|1|0|0|0|1|0|0|4
Raisel Iglesias|ATL|8.7|0|5|0|0.0|0.69|11|0|0|0|5|1|0|31
Alek Jacob|SDP|2.0|1|0|0|0.0|1.0|3|0|0|0|1|1|1|9
Andrew Kittredge|BAL|2.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|6
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Christian Koss|SFG|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Corbin Martin|CHC|4.0|0|1|0|0.0|0.5|2|0|0|0|1|1|0|14
Easton McGee|MIL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|3
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Daniel Palencia|CHC|5.0|1|1|0|0.0|1.0|5|0|0|0|3|2|0|19
Orlando Ribalta|WSH|2.0|0|1|0|0.0|0.5|1|0|0|0|1|0|0|6
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
