name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Chadwick Tromp|ATL|1|0|0|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Orlando Arcia|MIN|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Jose Siri|LAA|5|0|2|0|0|2|0|2|5|0|0|1|0|0.4|0.4|0.6
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Daniel Susac|SFG|41|0|1|7|0|8|3|15|38|0|0|3|1|0.395|0.439|0.526
Blake Dunn|CIN|31|1|8|1|2|6|3|10|28|0|0|2|1|0.357|0.419|0.607
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Otto Lopez|MIA|208|4|30|21|8|33|8|68|195|2|3|13|2|0.349|0.38|0.497
Carlos Cortes|ATH|125|4|11|16|1|13|13|38|109|1|2|8|1|0.349|0.424|0.55
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Mickey Gasper|BOS|33|0|3|2|0|6|0|11|32|0|1|2|0|0.344|0.364|0.406
Colby Thomas|ATH|35|1|4|5|0|8|2|11|32|0|0|2|0|0.344|0.382|0.5
Dominic Smith|ATL|106|5|15|22|0|16|4|33|98|2|1|3|1|0.337|0.362|0.541
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Aramis Garcia|ARI|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Jhostynxon Garcia|PIT|9|0|0|1|0|3|0|3|9|0|0|0|0|0.333|0.333|0.333
Riley Greene|DET|207|4|29|24|1|56|28|59|177|0|2|15|0|0.333|0.43|0.486
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Endy Rodríguez|PIT|16|0|2|2|0|3|4|4|12|0|0|1|0|0.333|0.5|0.417
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Ildemaro Vargas|ARI|173|7|28|32|1|16|5|55|166|0|0|8|2|0.331|0.351|0.53
Brandon Marsh|PHI|177|4|26|22|4|37|7|54|166|3|1|9|1|0.325|0.35|0.464
Ryan Waldschmidt|ARI|42|0|6|6|3|9|4|12|37|0|0|4|0|0.324|0.39|0.432
Troy Johnston|COL|160|2|17|22|1|35|12|47|145|0|2|13|0|0.324|0.384|0.455
Justin Foscue|TEX|37|2|4|6|0|10|2|11|34|1|0|3|0|0.324|0.351|0.588
Shea Langeliers|ATH|203|12|34|27|0|41|19|58|180|1|3|10|0|0.322|0.394|0.578
Michael Conforto|CHC|72|3|11|11|0|17|12|19|59|1|0|8|0|0.322|0.431|0.61
Luis Arraez|SFG|204|2|21|17|4|7|13|59|185|3|0|9|2|0.319|0.358|0.422
Nick Gonzales|PIT|177|0|21|21|3|28|13|51|160|1|3|7|0|0.319|0.379|0.363
Xavier Edwards|MIA|212|6|37|19|6|23|25|59|186|0|0|8|3|0.317|0.398|0.489
Yandy Díaz|TBR|198|8|27|33|1|23|16|55|174|1|7|7|1|0.316|0.394|0.506
Andrew Vaughn|MIL|43|1|7|6|0|4|6|11|35|0|2|3|0|0.314|0.442|0.486
Josh Jung|TEX|192|5|22|21|1|28|14|54|175|1|2|14|0|0.309|0.365|0.474
Ryan Vilade|TBR|72|2|8|13|2|12|8|19|62|1|0|3|1|0.306|0.38|0.484
Jorge Mateo|ATL|63|2|17|6|5|21|4|18|59|0|0|3|0|0.305|0.349|0.458
Travis Bazzana|CLE|84|2|10|9|7|13|13|21|69|0|2|1|0|0.304|0.429|0.406
Alex Call|LAD|58|0|11|9|0|7|10|14|46|1|1|4|0|0.304|0.431|0.391
Yohendrick Piñango|TOR|60|1|4|8|0|9|4|17|56|0|0|2|0|0.304|0.35|0.393
Drake Baldwin|ATL|216|13|39|38|1|44|24|57|188|1|3|6|0|0.303|0.389|0.543
Yordan Alvarez|HOU|221|15|30|31|1|36|31|56|185|1|4|11|0|0.303|0.412|0.605
Randy Arozarena|SEA|214|5|36|21|14|50|21|55|182|3|8|13|1|0.302|0.393|0.467
CJ Abrams|WSH|211|10|32|42|7|42|21|54|180|3|7|11|1|0.3|0.389|0.539
Bobby Witt Jr.|KCR|222|7|23|23|15|38|23|59|197|2|0|13|1|0.299|0.369|0.482
Juan Soto|NYM|148|9|21|20|4|23|20|38|127|1|0|4|1|0.299|0.392|0.559
JJ Bleday|CIN|92|6|14|20|1|14|14|23|77|1|0|6|1|0.299|0.402|0.636
Carson Kelly|CHC|134|2|16|17|0|24|15|35|118|0|1|6|0|0.297|0.381|0.398
A.J. Ewing|NYM|35|1|6|4|2|9|7|8|27|0|0|0|1|0.296|0.441|0.481
Ryan Kreidler|MIN|32|3|6|7|0|7|5|8|27|0|0|1|0|0.296|0.406|0.667
Jordan Walker|STL|201|13|34|34|7|52|19|53|179|1|2|10|0|0.296|0.368|0.57
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Ezequiel Duran|TEX|143|4|21|23|4|32|12|38|129|1|0|11|1|0.295|0.352|0.488
Michael Harris II|ATL|171|9|20|26|3|34|7|48|163|1|0|5|0|0.294|0.322|0.491
William Contreras|MIL|202|3|26|27|1|23|20|53|180|1|1|8|0|0.294|0.366|0.389
Sam Antonacci|CHW|120|1|17|9|4|15|7|30|102|1|8|5|2|0.294|0.381|0.412
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Starling Marte|KCR|57|0|3|2|0|16|4|15|51|1|1|3|0|0.294|0.351|0.353
Jake McCarthy|COL|115|2|12|18|9|20|8|30|102|1|1|7|3|0.294|0.348|0.48
Casey Schmitt|SFG|169|9|21|22|3|34|6|46|157|1|5|8|1|0.293|0.337|0.529
Austin Martin|MIN|150|1|16|11|7|22|23|36|123|1|3|7|0|0.293|0.413|0.374
Jacob Wilson|ATH|168|3|18|19|2|20|5|47|161|1|0|8|0|0.292|0.311|0.398
Wilyer Abreu|BOS|206|6|21|19|3|40|20|54|185|1|0|7|1|0.292|0.359|0.438
Braden Shewmake|HOU|56|3|6|7|0|11|0|16|55|0|0|2|0|0.291|0.291|0.491
Brice Turang|MIL|203|7|39|29|9|44|35|48|165|1|0|10|1|0.291|0.413|0.491
Jake Bauers|MIL|164|7|27|29|4|35|16|43|148|0|0|10|0|0.291|0.36|0.5
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Elly De La Cruz|CIN|222|11|36|32|9|63|20|58|200|1|1|12|1|0.29|0.356|0.525
Miguel Andujar|SDP|143|5|15|17|1|26|4|40|138|0|1|11|2|0.29|0.315|0.507
Ryan O'Hearn|PIT|182|7|27|29|1|34|19|46|159|2|2|6|0|0.289|0.368|0.459
Ben Rice|NYY|188|16|36|33|2|46|25|46|159|2|2|10|0|0.289|0.388|0.654
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Andy Pages|LAD|202|10|27|42|6|41|13|53|184|3|2|8|0|0.288|0.337|0.495
Chandler Simpson|TBR|199|0|25|12|14|20|10|53|184|2|0|2|4|0.288|0.321|0.342
Liam Hicks|MIA|174|9|22|42|1|16|13|44|153|4|4|4|0|0.288|0.351|0.49
Ceddanne Rafaela|BOS|173|4|21|19|3|39|10|45|157|0|6|8|2|0.287|0.353|0.439
Ernie Clement|TOR|193|3|19|16|1|16|7|53|185|1|0|13|0|0.286|0.311|0.405
Alec Burleson|STL|205|7|24|34|2|32|19|52|182|2|2|11|0|0.286|0.356|0.462
Jackson Chourio|MIL|67|1|5|5|3|18|4|18|63|0|0|5|0|0.286|0.328|0.413
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Kyle Farmer|ATL|15|0|2|3|0|4|0|4|14|1|0|1|0|0.286|0.267|0.357
P.J. Higgins|CIN|16|0|0|3|0|5|1|4|14|1|0|0|0|0.286|0.313|0.286
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Miguel Rojas|LAD|77|1|6|7|0|8|4|20|70|2|0|3|0|0.286|0.316|0.371
Max Schuemann|NYY|19|0|3|1|2|4|5|4|14|0|0|2|0|0.286|0.474|0.429
Nick Sogard|BOS|16|0|0|2|0|3|2|4|14|0|0|1|0|0.286|0.375|0.357
Joey Wiemer|WSH|83|3|16|12|1|29|12|20|70|0|1|5|1|0.286|0.398|0.514
Kevin McGonigle|DET|211|2|29|16|7|27|30|51|179|0|2|12|2|0.285|0.393|0.408
Corbin Carroll|ARI|190|7|33|24|6|43|28|45|158|2|2|11|6|0.285|0.395|0.563
Paul Goldschmidt|NYY|87|5|15|14|0|17|10|21|74|0|3|5|1|0.284|0.391|0.581
Mickey Moniak|COL|162|12|21|28|1|39|10|42|148|1|3|9|2|0.284|0.34|0.615
Jose Fernandez|ARI|135|3|22|14|6|34|5|36|127|0|1|4|0|0.283|0.316|0.386
Matt Olson|ATL|219|14|37|42|1|53|25|54|192|2|0|16|0|0.281|0.361|0.583
Vladimir Guerrero Jr.|TOR|207|3|28|22|3|23|23|50|178|3|3|7|0|0.281|0.367|0.371
Colt Keith|DET|147|0|18|6|1|32|7|39|139|0|1|8|0|0.281|0.32|0.338
Jeff McNeil|ATH|166|2|15|15|1|23|13|41|147|2|3|9|0|0.279|0.345|0.381
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Ty France|SDP|82|4|9|14|1|15|2|22|79|0|1|3|2|0.278|0.305|0.519
Konnor Griffin|PIT|174|3|23|20|10|47|11|44|158|2|3|7|2|0.278|0.333|0.405
Nolan Arenado|ARI|171|7|25|25|1|33|16|42|151|2|2|9|0|0.278|0.351|0.477
Hunter Feduccia|TBR|65|1|8|6|0|20|7|15|54|1|1|2|0|0.278|0.365|0.37
Nick Kurtz|ATH|221|8|33|35|6|64|46|48|173|0|2|10|1|0.277|0.434|0.486
Samuel Basallo|BAL|149|7|19|18|0|39|12|38|137|0|0|7|1|0.277|0.336|0.496
Daulton Varsho|TOR|183|5|22|15|4|35|15|46|166|0|2|10|1|0.277|0.344|0.44
Brayan Rocchio|CLE|185|4|23|27|8|20|19|44|159|1|4|5|1|0.277|0.366|0.396
Jesús Sánchez|TOR|155|5|16|21|1|29|7|39|141|4|3|6|0|0.277|0.316|0.426
Spencer Horwitz|PIT|160|4|16|21|1|23|23|37|134|2|1|7|1|0.276|0.381|0.433
Ozzie Albies|ATL|214|8|33|27|0|26|16|53|192|4|2|8|0|0.276|0.332|0.443
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
TJ Rumfield|COL|200|6|20|25|0|31|18|49|178|1|3|8|1|0.275|0.35|0.433
Chase DeLauter|CLE|194|7|19|30|2|21|24|46|168|2|0|10|1|0.274|0.361|0.47
Brendan Donovan|SEA|101|3|9|8|1|15|11|23|84|1|5|4|1|0.274|0.386|0.452
Spencer Steer|CIN|191|7|27|18|3|38|15|47|172|1|3|9|0|0.273|0.34|0.448
Brandon Nimmo|TEX|207|5|21|16|1|40|19|50|183|1|4|8|2|0.273|0.353|0.421
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Weston Wilson|BAL|40|1|6|3|2|10|6|9|33|0|1|1|0|0.273|0.4|0.394
Shohei Ohtani|LAD|214|8|33|26|6|49|34|47|173|2|4|11|1|0.272|0.399|0.486
Cody Bellinger|NYY|212|6|31|32|5|27|32|48|177|3|0|12|3|0.271|0.377|0.475
Christian Yelich|MIL|80|3|13|13|3|23|6|20|74|0|0|4|1|0.27|0.325|0.473
Nick Fortes|TBR|121|1|10|9|0|17|3|31|115|0|3|5|0|0.27|0.306|0.339
Willson Contreras|BOS|198|10|22|30|1|52|20|45|167|3|8|6|1|0.269|0.369|0.497
Henry Bolte|ATH|29|0|2|2|2|7|2|7|26|1|0|1|0|0.269|0.31|0.308
Hyeseong Kim|LAD|117|1|13|10|5|26|11|28|104|1|0|3|1|0.269|0.336|0.346
Chase Meidroth|CHW|198|3|30|11|1|47|21|46|171|2|0|9|0|0.269|0.345|0.374
Seiya Suzuki|CHC|157|7|22|18|0|41|20|36|134|1|2|4|0|0.269|0.369|0.455
Kyle Isbel|KCR|137|3|14|10|5|32|7|33|123|0|3|6|1|0.268|0.323|0.407
Richie Palacios|TBR|99|1|13|12|7|22|13|22|82|1|3|3|0|0.268|0.384|0.341
Jung Hoo Lee|SFG|193|3|20|17|0|22|10|48|179|2|2|10|1|0.268|0.311|0.385
Ben Williamson|TBR|127|0|19|14|4|24|14|30|112|0|0|6|1|0.268|0.349|0.339
Junior Caminero|TBR|210|13|31|27|0|34|26|49|183|1|0|5|0|0.268|0.357|0.508
Jonny DeLuca|TBR|122|2|17|19|6|26|5|31|116|0|0|11|0|0.267|0.298|0.414
Bryce Harper|PHI|209|12|29|31|3|38|27|48|180|2|0|9|1|0.267|0.359|0.528
Heliot Ramos|SFG|176|4|19|20|0|47|10|44|165|1|0|12|1|0.267|0.307|0.424
Adley Rutschman|BAL|135|7|16|26|0|22|9|33|124|1|1|9|0|0.266|0.319|0.508
Tyler Freeman|COL|108|2|9|13|4|14|3|25|94|0|7|2|0|0.266|0.337|0.351
