name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|23|0|4|1|0|2|0|9|22|0|1|2|0|0.409|0.435|0.5
Justin Dean|CHC|6|0|3|3|0|2|1|2|5|0|0|0|1|0.4|0.5|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Tommy Edman|LAD|57|1|6|9|1|11|7|17|49|0|1|3|1|0.347|0.439|0.51
Otto Lopez|MIA|383|9|59|43|17|51|17|123|356|6|4|25|5|0.346|0.376|0.52
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|96|1|14|11|6|27|12|27|82|0|0|1|1|0.329|0.415|0.402
Andrew Vaughn|MIL|156|2|18|24|0|18|19|44|134|1|2|14|2|0.328|0.417|0.507
Luis Arraez|SFG|371|4|45|33|6|15|20|109|334|8|3|19|7|0.326|0.362|0.461
Yandy Díaz|TBR|364|12|46|53|1|51|37|101|315|3|9|15|1|0.321|0.404|0.489
Yordan Alvarez|HOU|392|29|62|67|1|67|59|104|325|3|5|16|0|0.32|0.429|0.637
Donovan Walton|LAA|97|3|14|12|0|18|5|29|91|0|0|8|0|0.319|0.354|0.505
Nicky Lopez|TEX|111|1|13|9|4|16|3|33|104|0|2|2|0|0.317|0.349|0.365
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Luis Urías|TOR|22|1|2|2|0|3|3|6|19|0|0|1|0|0.316|0.409|0.526
Jung Hoo Lee|SFG|327|5|45|33|6|30|13|97|308|3|3|20|3|0.315|0.346|0.448
Troy Johnston|COL|301|3|32|39|4|51|27|83|265|3|5|23|0|0.313|0.383|0.434
Nick Gonzales|PIT|347|4|49|40|4|62|23|99|317|1|6|13|1|0.312|0.369|0.397
Blaze Alexander|BAL|226|3|25|28|9|51|15|63|203|1|3|12|2|0.31|0.365|0.433
Esmerlyn Valdez|PIT|78|6|13|17|0|28|6|22|71|1|0|5|1|0.31|0.359|0.662
Brandon Marsh|PHI|337|15|50|46|8|88|15|98|317|3|2|15|2|0.309|0.341|0.511
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Anthony Seigler|BOS|59|1|10|3|2|11|6|16|52|0|1|6|0|0.308|0.39|0.481
Jake Mangum|PIT|230|1|29|15|17|41|13|64|209|1|4|9|0|0.306|0.357|0.364
Jake McCarthy|COL|277|9|37|47|14|49|15|78|255|3|1|16|6|0.306|0.343|0.522
Michael Harris II|ATL|319|16|42|51|5|64|15|91|301|2|1|13|0|0.302|0.335|0.505
Xavier Edwards|MIA|383|6|49|35|13|45|49|99|328|5|0|13|5|0.302|0.387|0.427
TJ Rumfield|COL|355|12|42|47|0|50|34|94|312|2|7|20|2|0.301|0.38|0.494
Romy Gonzalez|BOS|20|1|2|4|0|5|0|6|20|0|0|0|1|0.3|0.3|0.55
Alex Jackson|MIN|52|1|6|4|0|15|0|15|50|0|2|3|0|0.3|0.327|0.42
Juan Soto|NYM|303|18|40|43|6|38|47|76|254|1|0|8|2|0.299|0.407|0.559
Victor Bericoto|SFG|48|4|5|6|0|13|1|14|47|0|0|3|0|0.298|0.313|0.617
Josh Jung|TEX|359|9|41|34|1|64|29|96|323|2|5|22|0|0.297|0.362|0.449
Jackson Chourio|MIL|250|13|38|35|6|61|19|68|229|1|1|15|0|0.297|0.352|0.533
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jeremy Peña|HOU|202|6|34|21|8|35|15|54|183|1|3|9|0|0.295|0.356|0.443
William Contreras|MIL|360|9|47|51|1|48|31|95|322|4|3|12|0|0.295|0.358|0.416
Tristan Peters|CHW|260|5|35|31|5|46|18|69|234|1|3|19|2|0.295|0.352|0.457
Miguel Rojas|LAD|147|3|15|15|0|14|10|38|129|4|2|8|0|0.295|0.345|0.426
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Ernie Clement|TOR|345|7|38|29|2|34|12|97|331|2|0|22|1|0.293|0.316|0.429
Freddie Freeman|LAD|384|15|51|49|3|62|47|97|331|3|3|22|1|0.293|0.383|0.502
Riley Greene|DET|376|13|46|44|2|101|46|95|325|3|2|18|1|0.292|0.38|0.474
Trevor Larnach|MIN|270|6|41|30|2|47|33|68|233|0|3|16|1|0.292|0.387|0.446
Jordan Walker|STL|364|20|54|67|11|93|29|96|329|3|3|18|0|0.292|0.352|0.529
Pete Crow-Armstrong|CHC|390|19|57|49|23|99|41|98|336|2|10|14|4|0.292|0.383|0.527
Henry Bolte|ATH|182|2|16|14|11|49|15|46|158|2|6|6|0|0.291|0.37|0.367
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Liam Hicks|MIA|319|13|48|56|1|29|31|80|276|6|5|7|1|0.29|0.365|0.464
Bobby Witt Jr.|KCR|370|12|46|36|30|62|38|95|328|3|1|20|1|0.29|0.362|0.466
Cole Carrigg|COL|92|4|18|19|2|19|11|22|76|3|1|3|3|0.289|0.374|0.566
Shohei Ohtani|LAD|381|18|60|51|6|87|58|90|312|4|5|15|2|0.288|0.404|0.522
Junior Caminero|TBR|381|26|57|56|1|68|49|95|330|2|0|12|0|0.288|0.378|0.561
Connor Wong|BOS|118|1|12|14|2|26|11|29|101|1|3|8|0|0.287|0.371|0.396
Jonathan Aranda|TBR|376|13|45|58|0|83|49|90|314|6|7|13|0|0.287|0.388|0.452
Randy Arozarena|SEA|352|9|55|41|19|78|32|87|304|3|13|21|1|0.286|0.375|0.451
Luis Campusano|SDP|64|3|10|10|0|17|7|16|56|0|1|7|0|0.286|0.375|0.571
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Kyle Farmer|ATL|15|0|2|3|0|4|0|4|14|1|0|1|0|0.286|0.267|0.357
